Date,Dividends
2010-12-15,0.46558
2014-06-11,0.0
2014-09-17,0.369
2010-04-30,0.864094
2014-05-20,0.0
2014-04-02,0.0
2016-08-23,0.450426
2014-06-05,0.384615
2016-05-10,0.25486
2018-02-13,1.50791
2017-12-27,1.13712
2014-05-16,0.0
2013-12-23,0.797019
2012-05-08,0.923423
2015-05-06,0.46483
2019-05-03,0.345
2018-03-19,0.787641
2011-04-14,1.14758
2014-05-05,0.387
